# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.16.1

ach_names::boss_10, string, 80142634266C313020426F7373652062657369656774
ach_names::boss_kill, string, 8015266345727374657220426F73732062657369656774
ach_names::daily_7, string, 800F2661372D546167652053747265616B
ach_names::daily_30, string, 8010266533302D546167652053747265616B
ach_names::daily_100, string, 80132636266C3130302D546167652053747265616B
ach_names::first_sell, string, 80102661457273746572205665726B617566
ach_names::gamble_jackpot, string, 800C2636266C4A41434B504F5421
ach_names::gamble_win, string, 8016266145727374657220436173696E6F2D476577696E6E
ach_names::prestige_1, string, 80132664266C457273746572205072657374696765
ach_names::prestige_5, string, 800F2635266C3578205072657374696765
ach_names::prestige_10, string, 80132636266CE29CA6204C4547454E444520E29CA6
ach_names::rank_5, string, 8011266152616E672035206572726569636874
ach_names::rank_10, string, 8012266552616E67203130206572726569636874
ach_names::rank_15, string, 8012263652616E67203135206572726569636874
ach_names::rank_20, string, 8012266352616E67203230206572726569636874
ach_names::rank_25, string, 80152664266C426564726F636B20657272656963687421
ach_names::rich_1b, string, 8011266531204D696C6C696172646520E282AC
ach_names::rich_1m, string, 800F266131204D696C6C696F6E20E282AC
ach_names::rich_1t, string, 80112636266C312042696C6C696F6E20E282AC
ach_names::sell_1k, string, 80162661312E303030204974656D73207665726B61756674
ach_names::sell_1m, string, 80162664266C31204D696C6C696F6E207665726B61756674
ach_names::sell_10k, string, 8017266531302E303030204974656D73207665726B61756674
ach_names::sell_100k, string, 801826363130302E303030204974656D73207665726B61756674
ach_rewards::boss_10, long, 000000000007A120
ach_rewards::boss_kill, long, 00000000000061A8
ach_rewards::daily_7, long, 0000000000002710
ach_rewards::daily_30, long, 00000000000186A0
ach_rewards::daily_100, long, 00000000000F4240
ach_rewards::first_sell, long, 00000000000001F4
ach_rewards::gamble_jackpot, long, 000000000007A120
ach_rewards::gamble_win, long, 00000000000003E8
ach_rewards::prestige_1, long, 00000000004C4B40
ach_rewards::prestige_5, long, 0000000002FAF080
ach_rewards::prestige_10, long, 000000001DCD6500
ach_rewards::rank_5, long, 00000000000061A8
ach_rewards::rank_10, long, 00000000000186A0
ach_rewards::rank_15, long, 000000000007A120
ach_rewards::rank_20, long, 00000000001E8480
ach_rewards::rank_25, long, 0000000000989680
ach_rewards::rich_1b, long, 00000000000F4240
ach_rewards::rich_1m, long, 0000000000002710
ach_rewards::rich_1t, long, 0000000000989680
ach_rewards::sell_1k, long, 0000000000001388
ach_rewards::sell_1m, long, 00000000004C4B40
ach_rewards::sell_10k, long, 000000000000C350
ach_rewards::sell_100k, long, 000000000007A120
achievement.6e874670-66e9-48dd-b16f-48029fc0c645.gamble_win, boolean, 01
achievement.6e874670-66e9-48dd-b16f-48029fc0c645.rich_1m, boolean, 01
achievement.count.6e874670-66e9-48dd-b16f-48029fc0c645, long, 0000000000000002
achievement.count.e316e06a-8b70-4d7e-9636-f2085ddade33, long, 0000000000000001
achievement.e316e06a-8b70-4d7e-9636-f2085ddade33.gamble_win, boolean, 01
boerse_base::coal, long, 0000000000000014
"boerse_base::coal block", long, 00000000000000B4
"boerse_base::coarse dirt", long, 000000000000000A
"boerse_base::copper block", long, 00000000000002D0
"boerse_base::copper ingot", long, 0000000000000050
"boerse_base::crying obsidian", long, 0000000000001388
boerse_base::diamond, long, 00000000000005DC
"boerse_base::diamond block", long, 00000000000034BC
boerse_base::dirt, long, 0000000000000005
boerse_base::emerald, long, 0000000000000320
"boerse_base::emerald block", long, 0000000000001C20
"boerse_base::gold block", long, 0000000000000438
"boerse_base::gold ingot", long, 0000000000000078
"boerse_base::iron block", long, 00000000000001C2
"boerse_base::iron ingot", long, 0000000000000032
"boerse_base::lapis block", long, 0000000000000FD2
"boerse_base::lapis lazuli", long, 00000000000001C2
"boerse_base::netherite ingot", long, 0000000000004E20
"boerse_base::netherite scrap", long, 0000000000001388
boerse_base::obsidian, long, 00000000000009C4
boerse_base::redstone, long, 00000000000000C8
"boerse_base::redstone block", long, 0000000000000708
boerse_base::stone, long, 000000000000000A
"boerse_base::stone bricks", long, 0000000000000014
boerse_multi::coal, double, 4067A00000000000
"boerse_multi::coal block", long, 00000000000000C8
"boerse_multi::coarse dirt", long, 00000000000000C8
